gene,TUNG2_81s_1,TUNG2_95s_3,TUNG3_81s_2,TUNG3_95s_4,TUNG4_81s_3,TUNG4_95s_4,TUNG6_81s_4,TUNG6_95s_5,TUNG7_81s_5,TUNG7_95s_5
ADAD2|161931,0,0,0,5.5388,11.5194,18.7784,8.92,8.5797,3.7916,2.0964
ADAL|161823,120.9503,166.6667,174.9409,135.3383,74.8762,88.0682,68,57.5816,68.2497,71.2788
ADAM10|102,805.6156,824.5614,1052.0095,888.4712,872.5953,860.7955,728,648.7524,982.0371,786.1635
ADAM11|4185,8.6393,0,21.2766,16.2907,23.0388,25.5682,28,15.3551,3.7916,2.0964
ADAM12|8038,1563.7149,1767.5439,210.4019,187.9699,345.5823,365.0568,1428,1216.8906,197.1657,224.3187
ADAM15|8751,1987.041,2662.2807,5106.5248,6102.9825,10272.4341,11712.3011,7807.28,9883.5701,2923.3613,4213.9203
ADAM17|6868,263.4989,331.1404,756.5012,758.1454,630.6877,544.0341,524,487.524,295.7486,364.7799
ADAM18|8749,0,0,0,0,0,0,0,0,0,0
ADAM19|8728,293.7365,379.386,42.5532,53.8847,1552.2405,1576.7045,376,449.1363,216.124,226.4151
ADAM20|8748,2.1598,2.193,4.7281,2.5063,2.8799,0,0,3.8388,0,2.0964
ADAM21P1|145241,0,0,0,0,0,0,0,0,0,0
ADAM21|8747,0,4.386,0,1.2531,0,2.8409,12,1.9194,7.5833,6.2893
ADAM22|53616,0,2.193,0,0,2.8799,0,44,47.9846,3.7916,0
ADAM23|8745,43.1965,35.0877,163.1206,195.4887,224.6285,231.5341,16,13.4357,212.3323,180.2935
ADAM28|10863,12.959,15.3509,4.7281,6.2657,51.8373,55.3977,0,7.6775,98.5829,64.9895
ADAM29|11086,0,4.386,0,0,0,0,0,0,0,0
ADAM2|2515,0,0,0,0,0,0,0,0,0,0
ADAM30|11085,0,2.193,0,0,0,0,0,0,0,0
ADAM32|203102,12.959,6.5789,0,1.2531,0,1.4205,0,0,0,0
ADAM33|80332,77.7538,85.5263,56.7376,85.213,620.1186,688.3381,116,76.7754,94.7912,71.2788
ADAM3A|1587,0,0,0,0,0,0,0,0,0,0
ADAM5P|255926,0,0,0,0,0,0,0,0,0,0
ADAM6|8755,17794.3197,24115.5263,8583.4043,10339.0351,29420.0265,32536.946,1783.52,2064.1843,448745.2865,334910.9853
ADAM7|8756,0,0,0,0,0,0,0,0,0,0
ADAM8|101,47.5162,65.7895,99.2908,172.9323,1837.3459,2143.4659,120,211.1324,409.4981,513.6268
ADAM9|8754,1071.2743,1245.614,638.2979,621.5539,446.3771,386.3636,512,464.4914,1209.536,886.7925
ADAMDEC1|27299,21.5983,24.1228,14.1844,15.0376,77.756,69.6023,0,1.9194,511.8726,379.4549
ADAMTS10|81794,19.4384,15.3509,49.6454,78.9474,754.5214,965.9091,204,278.3109,7.5833,44.0252
ADAMTS12|81792,164.1469,175.4386,28.3688,50.1253,31.6784,25.5682,192,224.5681,30.3332,14.6751
ADAMTS13|11093,12.959,2.193,2.3641,2.5063,141.1128,147.7273,60,88.2917,0,6.2893
ADAMTS14|140766,250.54,346.4912,59.1017,72.6817,665.2459,714.4886,424,497.1209,68.2497,67.086
ADAMTS15|170689,10.7991,28.5088,2.3641,8.7719,86.3956,113.6364,56,42.2265,34.1248,20.9644
ADAMTS16|170690,25.9179,57.0175,0,0,0,0,52,15.3551,0,0
ADAMTS17|170691,62.635,59.2105,26.0047,30.0752,129.5934,166.1932,276,261.0365,22.7499,20.9644
ADAMTS18|170692,0,4.386,0,1.2531,5.7597,7.1023,0,0,3.7916,0
ADAMTS19|171019,4.3197,2.193,0,0,0,1.4205,0,0,0,0
ADAMTS1|9510,663.067,747.807,80.3783,77.6942,420.4585,417.6136,372,451.0557,223.7073,276.7296
ADAMTS20|80070,2.1598,2.193,7.0922,8.7719,0,0,0,3.8388,0,0
ADAMTS2|9509,438.4449,576.7544,54.3735,88.9724,455.0167,616.4773,920,1199.6161,272.9987,417.1908
ADAMTS3|9508,32.3974,24.1228,4.7281,5.0125,2.8799,1.4205,0,1.9194,11.3749,2.0964
ADAMTS4|9507,406.0475,521.9298,94.5626,90.2256,486.6951,515.625,2044,2222.6488,117.5411,144.6541
ADAMTS5|11096,209.5032,250,9.4563,23.8095,20.159,19.8864,20,15.3551,26.5415,29.3501
ADAMTS6|11174,21.5983,15.3509,4.7281,3.7594,69.1165,55.3977,16,15.3551,34.1248,23.0608
ADAMTS7|11173,198.7041,339.9123,101.6548,185.4637,336.9427,375,508,792.7063,90.9996,144.6541
ADAMTS8|11095,4.3197,15.3509,0,0,31.6784,22.7273,12,5.7582,0,8.3857
ADAMTS9|56999,90.7127,109.6491,75.6501,80.2005,100.7948,126.4205,48,101.7274,106.1662,94.3396
ADAMTSL1|92949,66.9546,85.5263,7.0922,7.5188,43.1978,52.5568,20,53.7428,3.7916,20.9644
ADAMTSL2|9719,88.5529,168.8596,82.7423,75.188,247.6673,301.1364,444,481.7658,53.0831,75.4717
ADAMTSL3|57188,28.0778,41.6667,0,0,8.6396,7.1023,0,0,7.5833,2.0964
ADAMTSL4|54507,261.3391,267.5439,1416.0757,1561.4035,4121.069,4373.5795,264,320.5374,576.3306,601.6771
ADAMTSL5|339366,326.1339,396.9298,309.6927,387.218,253.427,288.3523,128,161.2284,155.4576,224.3187
ADAP1|11033,153.4341,282.0614,238.9362,306.2155,590.6866,737.2159,152,239.9232,246.7605,369.9161
ADAP2|55803,142.5486,184.2105,2718.6761,2998.7469,524.1332,571.0227,112,124.7601,652.1636,721.174
ADARB1|104,522.6782,633.7719,420.8038,448.6216,613.4086,616.4773,696,666.0269,151.666,169.8113
ADARB2|105,2.1598,0,4.7281,2.5063,5.7597,4.2614,0,0,0,0
ADAR|103,4118.7905,4739.0351,4721.0402,4419.7995,15611.6807,15423.2955,14744,13930.9021,4330.063,3834.3816
ADAT1|23536,105.8315,122.807,262.4113,211.7794,319.6636,279.8295,192,209.2131,261.6238,167.7149
ADAT2|134637,51.8359,65.7895,125.2955,110.2757,149.7523,151.9886,120,97.8887,79.6246,77.5681
ADAT3|113179,220.3024,304.8246,288.4161,388.4712,377.2607,602.2727,288,518.2342,223.7073,454.9266
ADA|100,244.0605,355.2632,815.6028,892.2306,529.8929,607.9545,92,105.5662,1019.9536,1218.0294
ADCK1|57143,265.6587,291.6667,248.227,184.2105,368.6211,303.9773,392,314.7793,223.7073,129.979
ADCK2|90956,317.4946,438.5965,799.0544,873.4336,512.6138,524.1477,752,800.3839,815.2045,1085.9539
ADCK4|79934,291.5767,364.0351,288.4161,338.3459,1172.1,1238.6364,612,808.0614,250.2488,471.6981
ADCK5|203054,339.0929,471.4912,938.5343,1170.4261,984.9096,1245.7386,640,769.6737,473.9561,696.0168
ADCY10|55811,0,0,0,3.7594,2.8799,0,0,0,0,0
ADCY1|107,45.3564,30.7018,28.3688,56.391,190.0703,170.4545,8,17.2745,22.7499,12.5786
ADCY2|108,4.3197,8.7719,0,0,63.3568,83.8068,16,23.0326,11.3749,4.1929
ADCY3|109,685.5508,826.7105,528.487,561.3158,1670.0265,1710.9801,2303.92,2517.0825,724.7737,674.5912
ADCY4|196883,47.5162,54.8246,63.8298,43.8596,791.9595,901.9886,96,115.1631,128.9161,136.2683
ADCY5|111,4.3197,6.5789,0,0,14.3993,18.4659,8,5.7582,0,2.0964
ADCY6|112,77.7538,94.2982,37.8251,25.0627,524.1332,475.8523,92,88.2917,87.2079,64.9895
ADCY7|113,390.9287,432.0175,281.3239,355.8897,1226.8172,1194.6023,724,833.0134,310.9152,410.9015
ADCY8|114,0,2.193,0,0,0,0,0,0,0,0
ADCY9|115,669.5464,796.0526,278.9598,214.2857,1664.5548,1651.9886,936,928.9827,235.0822,184.4864
ADCYAP1R1|117,0,2.193,0,3.7594,0,2.8409,0,1.9194,0,0
ADCYAP1|116,10.7991,8.7719,28.3688,37.594,8.6396,1.4205,8,0,0,8.3857
ADC|113451,21.5983,43.8596,2.3641,10.0251,77.756,98.0114,60,57.5816,68.2497,67.086
ADD1|118,4207.3434,5146.9298,3300.2364,3218.0451,6684.1378,6751.4205,6296,6696.737,3010.5692,3148.847
ADD2|119,28.0778,43.8596,0,1.2531,201.5897,250,12,5.7582,26.5415,25.1572
ADD3|120,753.7797,732.4561,692.6714,665.4135,691.1646,619.3182,240,197.6967,606.6638,507.3375
ADH1A|124,0,2.193,0,0,0,0,0,0,0,0
ADH1B|125,0,2.193,0,0,14.3993,9.9432,0,0,15.1666,8.3857
ADH1C|126,2.1598,0,0,1.2531,0,0,0,0,0,2.0964
ADH4|127,0,0,0,0,0,0,0,0,3.7916,0
ADH5|128,3606.9114,4293.8596,5761.2293,5715.5388,397.4197,454.5455,1168,1021.1132,3878.8568,3335.4298
ADH6|130,0,2.193,0,1.2531,0,2.8409,0,0,0,0
ADH7|131,170.6263,190.7895,101.6548,76.4411,48.9575,28.4091,20,15.3551,337.4568,354.2977
ADHFE1|137872,15.1188,21.9298,0,0,57.5971,75.2841,0,0,15.1666,6.2893
ADI1|55256,5766.7387,6758.7719,3612.2931,3507.5188,820.758,762.7841,1260,1341.6507,2798.2369,2710.6918
ADIG|149685,0,2.193,0,0,0,0,0,0,0,0
ADIPOQ|9370,2.1598,0,0,0,0,0,0,3.8388,0,2.0964
ADIPOR1|51094,7570.1944,8067.9825,13375.8865,12666.6667,5961.2948,5546.875,6220,5623.8004,9554.9552,9270.4403
ADIPOR2|79602,2092.8726,2403.5088,1482.2695,1446.1153,1215.2978,1066.7614,940,930.9021,955.4955,832.2851
ADK|132,1799.1361,2162.2807,1879.4326,1963.6591,457.8966,484.375,276,284.0691,2119.5317,2077.5681
ADM2|79924,30.2376,19.7368,68.5579,56.391,71.9963,92.3295,264,253.3589,11.3749,50.3145
ADM|133,1399.568,1739.0351,1390.0709,1398.4962,1609.8376,1529.8295,4940,4788.8676,1653.1589,1798.7421
ADNP2|22850,345.5724,429.8246,449.1726,348.3709,383.0204,419.0341,628,591.1708,367.7899,320.7547
ADNP|23394,1866.0907,2271.9298,940.8983,794.4862,1007.9484,967.3295,1580,1395.3935,906.2041,823.8994
ADORA1|134,10.7991,15.3509,4.7281,3.7594,5.7597,14.2045,16,17.2745,18.9582,8.3857
ADORA2A|135,10.7991,21.9298,37.1395,35.0877,158.3919,186.0795,60,74.856,246.4572,245.283
ADORA2B|136,719.2225,831.1404,392.435,402.2556,201.5897,218.75,440,468.3301,921.3707,851.153
ADORA3|140,110.1512,146.9298,42.5532,25.0627,17.2791,12.7841,4,5.7582,193.3741,176.1006
ADO|84890,507.5594,686.4035,427.896,503.7594,357.1017,457.3864,312,485.6046,458.7895,528.3019
ADPGK|83440,876.8251,1021.4254,1210.4019,1250.6266,1004.291,1182.1875,536,652.5144,1357.2966,1229.7275
ADPRHL1|113622,99.3521,74.5614,130.0236,144.1103,322.5435,359.375,112,105.5662,41.7081,33.543
ADPRHL2|54936,1025.9179,1078.9474,1141.844,1225.5639,993.5491,1078.125,696,604.6065,1857.908,2060.7966
ADPRH|141,146.8683,166.6667,18.9125,32.5815,77.756,72.4432,44,59.501,94.7912,81.761
ADRA1A|148,0,2.193,0,0,0,1.4205,0,0,0,0
ADRA1B|147,4.3197,10.9649,0,1.2531,5.7597,1.4205,8,23.0326,11.3749,23.0608
ADRA1D|146,86.3931,118.4211,7.0922,20.0501,31.6784,35.5114,48,55.6622,7.5833,4.1929
ADRA2A|150,198.7041,234.6491,4.7281,2.5063,371.501,406.25,44,46.0653,109.9578,157.2327
ADRA2B|151,4.3197,4.386,0,1.2531,11.5194,5.6818,4,7.6775,0,8.3857
ADRA2C|152,90.7127,107.4561,7.0922,1.2531,43.1978,71.0227,80,193.858,37.9165,23.0608
ADRB1|153,4.3197,0,2.3641,1.2531,46.0776,55.3977,0,3.8388,15.1666,33.543
ADRB2|154,2641.4687,3050.4386,2241.1348,2116.5414,927.3125,1056.8182,16,7.6775,1907.1994,1970.6499
ADRB3|155,0,0,0,3.7594,2.8799,4.2614,0,0,3.7916,0
ADRBK1|156,5302.3758,7561.4035,2174.9409,2746.8672,10462.5043,12553.9773,9744,12516.3148,2237.0728,3345.9119
ADRBK2|157,110.1512,98.6842,87.4704,73.9348,469.416,404.8295,36,32.6296,348.8317,402.5157
ADRM1|11047,4732.1814,6769.7368,4122.9314,5291.9799,8363.0918,10384.9432,7076,10080.6142,6551.9693,10876.3103
ADSL|158,1257.0194,1475.8772,3044.9173,3369.6742,809.2386,857.9545,664,704.4146,2851.32,3316.5618
ADSSL1|122622,393.0886,513.1579,286.052,310.7769,279.3457,268.4659,544,673.7044,41.7081,35.6394
ADSS|159,1550.7559,1780.7018,501.182,451.1278,311.0241,261.3636,420,433.7812,485.3311,427.673
AEBP1|165,10358.5313,11725.8772,1345.1537,1418.5464,11280.3824,12231.5341,9412,10406.9098,3583.1082,4027.2537
AEBP2|121536,505.3996,600.8772,342.7896,360.9023,388.7801,423.2955,552,506.7179,314.7069,215.9329
AEN|64782,304.5356,304.8246,744.6809,695.4887,593.2496,552.5568,940,928.9827,758.3298,731.6562
AES|166,7479.4816,9285.0877,16706.8558,19161.6541,10580.5783,11651.9886,47532,53539.3474,11196.7392,13601.6771
AFAP1L1|134265,399.568,489.0351,390.0709,388.4712,607.6489,700.2841,92,142.0345,621.8304,494.7589
AFAP1L2|84632,730.0216,767.5439,737.5887,812.0301,2185.8081,2338.0682,2404,2451.0557,511.8726,647.7987
AFAP1|60312,811.7927,1016.4912,224.5626,200.5013,1186.0961,1093.3239,1033.92,1087.2361,269.2071,251.5723
AFARP1|246182,6.4795,6.5789,40.1891,8.7719,2.8799,5.6818,16,7.6775,37.9165,0
AFF1|4299,481.6415,550.4386,231.6785,268.1704,719.9631,765.625,1200,1122.8407,261.6238,182.3899
AFF2|2334,15.1188,15.3509,0,1.2531,0,1.4205,0,0,3.7916,4.1929
AFF3|3899,0,8.7719,14.1844,7.5188,17.2791,28.4091,4,3.8388,7.5833,6.2893
AFF4|27125,844.4924,995.614,832.1513,768.1704,1039.6268,1090.9091,608,679.4626,545.9974,463.3124
AFG3L1|172,131.7495,94.2982,120.5674,105.2632,717.0833,659.0909,288,391.5547,121.3328,165.6184
AFG3L2|10939,725.8747,788.9693,638.0851,601.4536,607.9369,643.7358,893.2,879.5202,920.5744,802.6834
AFMID|125061,250.54,328.9474,602.8369,533.8346,233.2681,295.4545,288,422.2649,238.8739,272.5367
AFM|173,0,0,0,0,0,0,0,3.8388,0,0
AFP|174,0,0,0,0,0,0,0,0,0,0
AFTPH|54812,522.6782,572.3684,586.2884,486.2155,768.9206,674.7159,672,587.3321,595.2889,545.0734
AG2|387763,682.5054,1094.2982,120.5674,122.807,158.3919,237.2159,624,919.3858,291.957,540.8805
AGAP11|119385,14.3197,24.5614,29.5035,33.0075,143.0135,154.5028,78.56,78.215,16.4558,4.717
AGAP1|116987,390.9287,427.6316,167.8487,231.8296,336.9427,386.3636,668,664.1075,113.7495,148.847
AGAP2|116986,26.7603,34.3202,93.5225,132.3434,626.2815,951.1506,48.32,103.9155,58.9222,131.5514
AGAP3|116988,930.8855,1135.9649,973.9953,1436.0902,3501.9007,5140.625,3560,5009.5969,1190.5778,1863.7317
AGAP4|119016,0,18.0044,35.13,36.4787,175.7286,199.9716,49.84,56.0077,0,16.499
AGAP5|729092,28.4017,30.8553,30.1182,8.4837,163.4604,146.321,122.76,106.5643,16.0008,10.3983
AGAP6|414189,21.5551,45.2851,66.1939,56.604,467.7457,471.1506,355.52,346.6027,27.224,39.5597
AGAP7|653268,11.5119,11.2939,6.1229,35.7393,15.4648,6.9744,27.56,3.7812,4.7396,0
AGAP8|728404,3.7797,0,0.2128,13.8847,244.7011,256.9744,63.12,130.595,21.7261,4.6331
AGA|175,1151.1879,1256.5789,300.2364,323.3083,97.915,88.0682,80,105.5662,542.2058,574.4235
AGBL1|123624,0,2.193,4.7281,5.0125,14.3993,12.7841,0,1.9194,3.7916,0
AGBL2|79841,0,2.193,2.3641,3.7594,34.5582,28.4091,0,15.3551,0,4.1929
AGBL3|340351,6.4795,6.5789,0,0,0,1.4205,0,3.8388,7.5833,8.3857
AGBL4|84871,2.1598,0,0,0,0,0,0,0,0,0
AGBL5|60509,412.5918,475.9649,806.1702,680.4637,676.8517,701.8182,1404.12,1169.0979,834.3144,782.0964
AGER|177,2.1598,8.7719,68.5579,63.9098,429.098,441.7614,192,203.4549,15.1666,23.0608
AGFG1|3267,1365.0108,1649.1228,1735.2246,1731.8296,976.27,1100.8523,996,1132.4376,1592.4925,1534.5912
AGFG2|3268,110.1512,173.2456,170.2128,246.8672,590.3698,698.8636,280,328.215,284.3737,310.2725
AGGF1|55109,663.067,785.0877,593.3806,585.213,547.172,583.8068,268,330.1344,458.7895,419.2872
AGK|55750,447.0842,543.8596,434.9882,421.0526,803.4789,762.7841,764,850.2879,515.6642,513.6268
AGL|178,429.8056,521.9298,224.5863,211.7794,221.7486,244.3182,356,324.3762,166.8326,140.4612
AGMAT|79814,12.959,8.7719,56.7376,52.6316,14.3993,12.7841,0,1.9194,37.9165,64.9895
AGPAT1|10554,2449.0281,2866.0088,892.3877,811.9799,1908.9391,1939.1193,2728.32,3000.595,1755.3059,1918.2809
AGPAT2|10555,1913.6069,2640.3509,3307.3286,4561.4035,1995.7378,2528.4091,1668,2166.9866,3200.1517,4624.7379
AGPAT3|56894,1062.635,1206.1404,919.6217,946.1153,4210.3444,4171.875,2880,2806.142,875.8709,899.3711
AGPAT4|56895,330.4536,370.614,191.4894,223.0576,244.7875,291.1932,432,341.6507,299.5403,339.6226
AGPAT5|55326,542.1166,688.5965,427.896,390.9774,201.5897,134.9432,204,199.6161,534.6225,454.9266
AGPAT6|137964,1004.3197,1135.9649,236.4066,230.5764,901.3938,984.375,512,504.7985,644.5803,786.1635
AGPAT9|84803,25.9179,28.5088,56.7376,68.9223,40.3179,39.7727,12,3.8388,117.5411,115.304
AGPHD1|123688,23.7581,15.3509,153.6643,154.1353,5.7597,12.7841,12,13.4357,45.4998,25.1572
AGPS|8540,1423.3261,1453.9474,865.2482,882.2055,480.9354,460.2273,196,207.2937,629.4137,551.3627
AGR2|10551,654.4276,793.8596,44.9173,43.8596,40.3179,38.3523,0,3.8388,163.0409,174.0042
AGR3|155465,34.5572,21.9298,0,0,0,0,0,0,0,0
AGRN|375790,15730.0216,20274.1228,5040.1891,6541.3534,33463.8866,41514.2045,25548,37069.0979,2858.9033,4178.1971
AGRP|181,0,2.193,0,0,0,0,0,0,0,0
AGTPBP1|23287,192.2246,230.2632,167.8487,131.5789,152.6322,147.7273,40,78.6948,132.7077,138.3648
AGTR1|185,8.6393,10.9649,0,0,2.8799,1.4205,4,0,3.7916,2.0964
AGTR2|186,0,6.5789,0,0,0,0,0,0,0,0
AGTRAP|57085,2771.0583,3287.2807,5397.1631,5786.9674,2335.5604,2492.8977,932,1005.7582,6320.6787,6979.0356
AGT|183,257.0194,287.2807,23.6407,27.5689,83.5157,96.5909,32,40.3071,53.0831,52.4109
AGXT2L1|64850,0,0,0,0,0,0,0,0,0,0
AGXT2L2|85007,179.4168,151.3158,260.6856,343.2331,665.1307,765.0994,222.8,246.7754,311.5977,350.2725
AGXT2|64902,0,0,0,0,0,0,0,0,0,0
AGXT|189,0,0,0,0,0,0,0,0,3.7916,0
AHCTF1|25909,1097.1922,1267.5439,460.9929,406.015,708.4437,663.3523,816,806.142,390.5398,306.0797
AHCYL1|10768,1164.1469,1423.2456,1177.305,1100.2506,714.2034,757.1023,1260,1197.6967,868.2876,603.7736
AHCYL2|23382,663.067,732.4561,212.766,203.0075,483.8152,396.3068,808,667.9463,185.7908,186.5828
AHCY|191,3220.3024,3642.5439,8933.8061,9916.0401,2315.4015,2531.25,2248,2328.215,7454.3817,8115.304
AHDC1|27245,431.9654,596.4912,635.9338,837.0927,3496.141,4576.7045,3820,5646.833,257.8321,421.3836
AHI1|54806,183.5853,201.7544,89.8345,85.213,83.5157,86.6477,172,126.6795,56.8747,52.4109
AHNAK2|113146,10047.5162,11758.7719,8413.7116,8343.3584,17881.0045,17748.5795,25368,24648.7524,3135.6936,2819.7065
AHNAK|79026,23721.3823,26254.386,10978.7234,10174.1855,32905.1953,30187.5,26256,23065.2591,7082.8001,5878.4067
AHRR|57491,79.9136,94.2982,28.3688,43.8596,60.4769,78.125,168,165.0672,18.9582,23.0608
AHR|196,1807.7754,2171.0526,2472.8132,2553.8847,1765.3496,1913.3523,1648,1760.0768,1008.5786,958.0713
AHSA1|10598,3181.4255,3668.8596,1635.9338,1700.5013,1454.3255,1703.125,1376,1737.0441,2350.8223,2096.4361
AHSA2|130872,47.5162,52.6316,59.1017,71.4286,722.843,700.2841,244,255.2783,30.3332,31.4465
AHSG|197,4.3197,4.386,0,0,0,1.4205,0,0,0,0
AHSP|51327,0,0,0,0,0,0,0,0,0,2.0964
AICDA|57379,0,0,0,0,2.8799,0,0,0,0,2.0964
AIDA|64853,2466.5227,2962.7632,921.9858,872.406,355.5466,388.6222,693.68,732.1881,1226.3709,1140.4612
AIF1L|83543,289.4168,353.0702,2515.3664,2310.7769,1174.9798,1235.7955,36,32.6296,1122.3281,1010.4822
AIF1|199,328.2937,285.0877,368.7943,377.193,535.6526,471.5909,28,32.6296,1247.4525,1050.3145
AIFM1|9131,615.5508,717.1053,361.7021,344.6115,601.8892,588.0682,756,706.334,545.9974,517.8197
AIFM2|84883,272.1382,359.6491,68.5579,66.416,244.7875,186.0795,76,82.5336,223.7073,241.0901
AIFM3|150209,0,8.7719,13.5225,17.5439,25.9187,40.8239,4,1.9194,0,27.2537
AIG1|51390,1526.9978,1745.614,2704.4917,2377.193,472.2958,384.9432,512,499.0403,1251.2441,1150.9434
AIM1L|55057,155.5076,175.4386,803.7825,917.2932,1151.941,1328.125,364,399.2322,291.957,392.0335
AIM1|202,1403.8877,1605.2632,1255.3191,1249.3734,2848.1742,2721.5909,1344,1345.4894,985.8287,878.4067
AIM2|9447,429.8056,418.8596,624.1135,617.7945,331.183,298.2955,824,591.1708,822.7878,716.9811
AIMP1|9255,1138.2289,1195.1754,1210.4019,1085.4386,224.6285,228.8494,401.68,339.7313,944.1206,846.9602
AIMP2|7965,1329.6976,1776.864,3379.8582,3471.9173,774.2484,691.8324,460.92,471.4971,1169.3824,1142.2222
AIPL1|23746,2.1598,2.193,0,0,0,0,4,9.5969,0,0
AIP|9049,4678.1857,5394.7368,2127.6596,2137.8446,898.514,835.2273,996,1145.8733,3317.6928,3477.9874
AIRE|326,0,0,0,1.2531,5.7597,8.5227,4,0,0,0
AJAP1|55966,192.2246,190.7895,264.7754,406.015,492.4548,619.3182,8,5.7582,481.5394,666.6667
AK1|203,894.1685,1166.6667,1770.6856,1880.9524,1301.6934,1299.7159,1460,1761.9962,1467.3681,1943.3962
AK2|204,2356.3715,2809.2105,3912.5296,3976.1905,1713.3683,1632.1023,1568,1522.0345,3401.1091,3039.8323
AK3L1|205,948.1641,1100.8772,1950.3546,1993.7343,273.586,312.5,244,228.4069,678.7052,580.7128
AK3|50808,1941.6847,2234.6491,4148.9362,4048.8722,1123.1425,1072.4432,768,792.7063,1353.6187,1213.8365
AK5|26289,183.5853,217.1053,7.0922,7.5188,8.6396,4.2614,44,57.5816,11.3749,0
AK7|122481,4.3197,8.7719,2.3641,3.7594,8.6396,4.2614,16,11.5163,11.3749,4.1929
AKAP10|11216,127.4298,118.4211,434.9882,411.0276,650.8467,657.6705,188,241.8426,216.124,205.4507
AKAP11|11215,516.1987,567.9825,423.1678,419.7995,443.4973,448.8636,308,209.2131,272.9987,245.283
AKAP12|9590,120.9503,144.7368,33.0969,33.8346,109.4344,130.6818,124,111.3244,466.3728,366.8763
AKAP13|11214,915.7667,1010.9649,446.8085,426.0652,3401.1059,3348.0114,1788,1667.9463,538.4141,536.6876
AKAP14|158798,0,0,0,0,0,0,0,0,0,2.0964
AKAP1|8165,282.9374,326.7544,378.2506,364.6617,1509.0427,1633.5227,1348,1297.5048,348.8317,415.0943
AKAP2|11217,93.2613,0,0,14.01,280.7568,448.3807,212.04,123.1862,162.5859,281.153
AKAP3|10566,58.3153,46.0526,2.3641,12.5313,8.6396,14.2045,4,5.7582,11.3749,18.8679
AKAP4|8852,0,2.193,0,0,0,0,0,0,0,0
AKAP5|9495,6.4795,8.7719,7.0922,1.2531,23.0388,19.8864,4,5.7582,18.9582,10.4822
AKAP6|9472,105.8315,135.9649,52.0095,48.8722,339.8226,348.0114,80,74.856,18.9582,27.2537
AKAP7|9465,149.0281,166.6667,47.2813,35.0877,23.0388,17.0455,16,13.4357,30.3332,37.7358
AKAP8L|26993,436.2851,539.4737,208.0378,273.183,1434.1666,1443.1818,1532,1737.0441,401.9148,452.8302
AKAP8|10270,349.892,460.5263,401.8913,434.8371,823.6378,828.125,1112,1262.9559,345.04,377.3585
AKAP9|10142,1028.0778,1206.1404,234.0426,243.1078,653.7265,593.75,788,804.2226,125.1244,146.7505
AKD1|221264,51.8359,65.7895,127.6596,130.3258,46.0776,38.3523,36,36.4683,22.7499,33.543
AKIRIN1|79647,831.5335,1000,1515.3664,1627.8195,653.7265,696.0227,528,585.4127,860.7043,828.0922
AKIRIN2|55122,1120.9503,1537.2807,1269.5035,1601.5038,1226.8172,1734.375,1048,1652.5912,1410.4934,2046.1216
AKNAD1|254268,12.959,26.3816,75.6501,107.7694,14.3993,15.625,8,15.3551,64.458,64.9895
AKNA|80709,123.1102,175.4386,68.5579,112.782,2266.444,2623.5795,1076,1274.4722,432.248,469.6017
AKR1A1|10327,2045.3564,2589.9123,4860.5201,4988.7218,1624.2368,1619.3182,1648,1692.8983,3522.4418,3884.696
AKR1B10|57016,2036.6523,2221.4474,5418.9835,5164.6241,3792.7658,3736.8324,731.76,550.4031,6011.811,4475.891
AKR1B15|441282,34.622,30.7456,533.7352,481.9925,190.0703,183.6222,44.24,63.8004,354.3675,230.608
AKR1B1|231,1347.7322,1649.1228,224.5863,179.198,584.6101,539.7727,588,550.8637,2574.5296,2815.5136
AKR1C1|1645,2028.3585,2410.3728,3230.4255,3394.8747,355.921,231.392,156.24,168.2917,1305.9955,1143.6268
AKR1C2|1646,707.9482,798.0482,5465.6501,4821.0401,402.6322,428.9489,234.92,160.8061,955.3439,1120.3145
AKR1C3|8644,488.3369,607.3904,3703.4515,3618.6717,188.9471,204.7159,32.84,16.3916,794.7296,748.6373
AKR1C4|1109,0,0,0,0,0,0,0,0,0,0
AKR1CL1|340811,0,0,0,0,0,0,0,0,0,0
AKR1D1|6718,0,0,0,1.2531,0,0,0,0,0,0
AKR1E2|83592,82.0734,100.8772,2.3641,0,17.2791,18.4659,12,0,34.1248,48.218
AKR7A2|8574,1215.9827,1622.807,2929.078,3476.1905,748.7617,855.1136,772,831.094,1664.5339,2014.6751
AKR7A3|22977,6.4795,0,177.305,214.2857,14.3993,11.3636,28,36.4683,7.5833,2.0964
AKR7L|246181,2.1598,2.193,0,0,0,2.8409,8,17.2745,0,2.0964
AKT1S1|84335,3058.3153,4445.1754,2704.4917,3746.8672,5301.8085,6785.5114,2500,3525.9117,1857.908,2815.5136
AKT1|207,7781.8575,9239.0351,2505.9102,2921.0526,6617.9012,7312.5,5704,6358.9251,2684.4874,3075.4717
AKT2|208,1928.7257,2146.9298,4248.227,4786.9674,5644.511,6126.4205,4984,5706.334,1842.7414,2121.5933
AKT3|10000,747.3002,890.3509,80.3783,76.4411,89.2754,83.8068,84,95.9693,125.1244,92.2432
AKTIP|64400,293.0022,359.2982,612.1986,540.8772,84.4661,118.9915,96.76,71.2092,507.2089,364.109
ALAD|210,334.7732,364.0351,524.8227,547.619,835.1572,840.9091,644,675.6238,288.1653,339.6226
